,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
9327,Y. Maziz,"CAM, CM, LM",66,France,23,1998-06-24,Belgian Jupiler Pro League,175,68,1998,6,24,2
9341,M. Sylla,"ST, RW",66,France,21,1999-11-25,Holland Eredivisie,181,70,1999,11,25,4
9365,M. NadÃ©,CB,66,France,22,1999-03-04,French Ligue 1,188,80,1999,3,4,1
9391,W. Kanga,ST,66,France,23,1998-02-21,Swiss Super League,189,90,1998,2,21,1
9404,S. Karamoko,RB,66,France,28,1992-07-29,French Ligue 2,170,65,1992,7,29,3
9406,R. Kerrouche,"CM, CDM",66,France,27,1994-04-26,French Ligue 2,184,73,1994,4,26,2
9407,M. TchokountÃ©,ST,66,France,32,1988-09-11,French Ligue 2,188,90,1988,9,11,3
9415,S. NiakatÃ©,"CB, LB",66,France,21,1999-07-10,French Ligue 1,186,76,1999,7,10,3
9430,Y. Clementia,GK,66,France,23,1997-07-05,French Ligue 2,188,80,1997,7,5,3
9435,K. Guessoum,CB,66,France,22,1999-02-05,French Ligue 2,176,70,1999,2,5,1
9436,Y. Armougom,"LB, LWB, LM",66,France,23,1998-06-05,French Ligue 2,173,71,1998,6,5,2
9454,S. Cibois,GK,66,France,23,1998-03-02,French Ligue 1,192,83,1998,3,2,1
9463,F. Valot,"RM, CAM",66,France,28,1993-02-12,USA Major League Soccer,175,75,1993,2,12,1
9502,S. Beusnard,"RM, LM, CAM",66,France,29,1992-06-27,French Ligue 2,170,62,1992,6,27,2
9523,D. Chambost,"CAM, CM, ST",66,France,23,1997-08-19,French Ligue 1,177,70,1997,8,19,3
9540,G. Haag,"CDM, CM, CB",66,France,21,2000-05-30,French Ligue 2,185,80,2000,5,30,2
9553,W. Isidor,ST,66,France,20,2000-08-27,French Ligue 1,186,74,2000,8,27,3
9562,L. Leroy,"CM, CAM, CDM",66,France,21,2000-02-14,French Ligue 1,187,82,2000,2,14,1
9576,L. Mbe Soh,CB,66,France,20,2001-06-13,English League Championship,187,86,2001,6,13,2
9578,J. Chougrani,"CB, LWB, LM",66,France,30,1991-03-30,French Ligue 2,185,82,1991,3,30,1
9600,W. Coulibaly,"RB, RWB",66,France,22,1999-05-26,Italian Serie B,188,84,1999,5,26,2
9612,K. Koindredi,CM,66,France,19,2001-10-27,Spain Primera Division,184,77,2001,10,27,4
9624,A. Rouault,CB,66,France,20,2001-05-29,French Ligue 2,187,76,2001,5,29,2
9686,M. Cho,ST,66,France,17,2004-01-19,French Ligue 1,182,73,2004,1,19,1
9689,D. Thiam,"RB, RWB",66,France,31,1989-12-02,French Ligue 2,179,67,1989,12,2,4
9690,I. Boura,"LWB, LB",66,France,20,2000-08-14,French Ligue 1,173,68,2000,8,14,3
9728,M. Gusto,RB,66,France,18,2003-05-19,French Ligue 1,179,76,2003,5,19,2
9781,J. Blasco,"RB, CB",66,France,22,1999-02-12,Spanish Segunda DivisiÃ³n,185,79,1999,2,12,1
9802,P. Ndiaye,"CB, CDM",66,France,23,1998-02-04,Austrian Football Bundesliga,203,71,1998,2,4,1
9803,M. Abline,ST,66,France,18,2003-03-28,French Ligue 1,176,70,2003,3,28,1
9931,R. Padovani,"CB, CM, RB",65,France,31,1989-10-15,French Ligue 2,187,74,1989,10,15,4
9939,J. Rivierez,"CB, RB",65,France,32,1989-05-18,French Ligue 2,182,82,1989,5,18,2
9983,B. Boulenger,"CB, LB, LM",65,France,31,1990-03-01,Belgian Jupiler Pro League,188,86,1990,3,1,1
9992,M. Mandron,ST,65,France,26,1994-10-11,English League One,191,82,1994,10,11,4
10027,B. AloÃ©,CB,65,France,27,1994-06-29,Portuguese Liga ZON SAGRES,184,77,1994,6,29,2
10048,A. Belmonte,"CDM, CM",65,France,25,1995-10-16,French Ligue 2,185,79,1995,10,16,4
10071,E. Ba,"CDM, CM",65,France,28,1993-03-05,French Ligue 2,183,75,1993,3,5,1
10088,L. Rougeaux,"CB, RB",65,France,27,1994-03-10,Belgian Jupiler Pro League,185,85,1994,3,10,1
10118,K. Azamoum,"CDM, CM",65,France,31,1990-01-17,French Ligue 1,178,76,1990,1,17,1
10189,J. Correa,"ST, LM",65,France,27,1993-12-25,French Ligue 2,171,68,1993,12,25,4
10200,E. Salles,GK,65,France,27,1994-03-02,French Ligue 2,187,78,1994,3,2,1
10219,N. Mbemba,"CM, CDM, RB",65,France,26,1995-02-19,French Ligue 2,182,75,1995,2,19,1
10224,C. PsychÃ©,CB,65,France,32,1988-07-28,Norwegian Eliteserien,186,82,1988,7,28,3
10250,I. CissÃ©,CB,65,France,25,1996-05-02,French Ligue 2,185,70,1996,5,2,2
10311,J. Vachoux,GK,65,France,26,1994-07-07,French Ligue 2,183,76,1994,7,7,3
10316,J. Leborgne,"CM, RB",65,France,25,1995-09-29,French Ligue 2,173,63,1995,9,29,3
10333,A. Ndom,"CDM, CM, LM",65,France,25,1996-05-30,French Ligue 2,188,86,1996,5,30,2
10338,M. Poaty,"LB, LWB",65,France,23,1997-07-15,Belgian Jupiler Pro League,175,75,1997,7,15,3
10350,Q. Braat,GK,65,France,23,1997-07-06,French Ligue 2,194,90,1997,7,6,3
10414,A. Ba,CB,65,France,31,1989-11-07,French Ligue 2,188,78,1989,11,7,4
10422,Y. Demoncy,"CDM, CM",65,France,25,1996-04-07,French Ligue 2,180,68,1996,4,7,2
10440,Y. Diouf,GK,65,France,21,1999-11-16,French Ligue 1,184,74,1999,11,16,4
10470,Y. Merdji,ST,65,France,27,1993-10-29,French Ligue 2,175,69,1993,10,29,4
10479,B. Passi,CB,65,France,23,1997-08-05,French Ligue 2,189,78,1997,8,5,3
10488,S. Ambri,"LM, ST, LWB",65,France,23,1997-08-12,French Ligue 2,178,64,1997,8,12,3
10532,D. Gomis,"LM, RM",65,France,28,1992-12-21,French Ligue 2,173,68,1992,12,21,4
10552,L. Pintor,"RW, LW",65,France,20,2000-08-05,French Ligue 1,179,66,2000,8,5,3
10554,E. Ebosse,"LB, CB",65,France,22,1999-03-11,French Ligue 1,185,75,1999,3,11,1
10640,B. Mendy,"CDM, CB",65,France,21,2000-01-12,French Ligue 1,191,82,2000,1,12,1
10647,Y. Letard,CB,65,France,22,1998-08-18,Austrian Football Bundesliga,188,86,1998,8,18,3
10649,H. Sy,"LB, LWB",65,France,25,1996-03-30,French Ligue 2,170,75,1996,3,30,1
10653,D. Guidi,CB,65,France,25,1996-02-06,French Ligue 2,177,75,1996,2,6,1
10675,C. Gomes,"CDM, CM",65,France,20,2000-07-23,English League Championship,180,70,2000,7,23,3
10678,N. Alioui,LM,65,France,22,1999-02-18,French Ligue 2,175,64,1999,2,18,1
10681,G. Rutter,ST,65,France,19,2002-04-20,German 1. Bundesliga,182,83,2002,4,20,2
10687,S. Bajic,GK,65,France,19,2001-12-23,French Ligue 1,191,84,2001,12,23,4
10691,N. Djouahra,"LM, RM",65,France,21,1999-11-23,Spanish Segunda DivisiÃ³n,171,67,1999,11,23,4
10694,M. PhaÃ«ton,"ST, LM",65,France,21,2000-01-08,French Ligue 2,185,75,2000,1,8,1
10706,L. AgoumÃ©,"CM, CDM",65,France,19,2002-02-09,French Ligue 1,185,72,2002,2,9,1
10728,I. Gomis,"CM, RM, CAM",65,France,21,1999-11-09,French Ligue 2,175,66,1999,11,9,4
10758,N. Ouammou,LWB,65,France,28,1993-04-27,French Ligue 2,181,73,1993,4,27,2
10779,C. Boli,"RM, LM",65,France,22,1998-08-30,French Ligue 1,175,65,1998,8,30,3
10789,H. Mbock,"CM, CDM",65,France,21,1999-12-28,French Ligue 1,186,82,1999,12,28,4
10793,H. Vandermersch,"RB, LB, CB",65,France,22,1999-05-05,French Ligue 2,180,72,1999,5,5,2
10797,F. Michel,"CM, CAM",65,France,29,1992-03-25,French Ligue 2,172,63,1992,3,25,1
10809,M. Kikonda,"CDM, CM",65,France,25,1996-04-20,French Ligue 2,175,76,1996,4,20,2
10875,M. Rivera,LM,65,France,19,2002-05-30,French Ligue 1,168,61,2002,5,30,2
10907,J. Krasso,"ST, RW",65,France,23,1997-07-17,French Ligue 1,187,90,1997,7,17,3
10911,T. Ndicka Matam,"LWB, LB, LM",65,France,21,2000-04-20,Belgian Jupiler Pro League,170,65,2000,4,20,2
10917,A. Virginius,"RW, LW",65,France,18,2003-01-03,French Ligue 2,175,65,2003,1,3,1
10991,C. Wooh,CB,65,France,19,2001-09-18,French Ligue 1,191,90,2001,9,18,3
11001,Ã. Michut,CM,65,France,18,2003-03-04,French Ligue 1,178,68,2003,3,4,1
11006,C. Lukeba,CB,65,France,18,2002-12-17,French Ligue 1,184,73,2002,12,17,4
11007,Y. Nadrani,CB,65,France,24,1997-01-14,Belgian Jupiler Pro League,183,78,1997,1,14,1
11014,S. Quemper,LB,65,France,28,1993-05-12,French Ligue 2,178,75,1993,5,12,2
11015,K. Schur,"LM, RB, LW",65,France,30,1990-11-19,French Ligue 2,179,76,1990,11,19,4
11090,T. Diagouraga,"CDM, CM",64,France,34,1987-06-10,English League One,188,72,1987,6,10,2
11122,Y. Thuram,GK,64,France,32,1988-10-31,French Ligue 2,187,85,1988,10,31,4
11177,D. Oberhauser,GK,64,France,30,1990-11-29,French Ligue 1,185,83,1990,11,29,4
11217,B. Valette,GK,64,France,28,1992-09-01,French Ligue 2,185,80,1992,9,1,3
11220,B. Diallo,CB,64,France,30,1990-07-20,Romanian Liga I,183,78,1990,7,20,3
11223,C. Vincent,"CM, CDM, RM",64,France,28,1992-11-08,French Ligue 2,178,74,1992,11,8,4
11238,W. Jobello,"RW, RM",64,France,27,1994-01-23,English League Championship,183,68,1994,1,23,1
11247,A. Ndiaye,"RM, LM, CAM",64,France,30,1991-06-14,French Ligue 2,179,67,1991,6,14,2
11251,T. Vincensini,GK,64,France,27,1993-09-12,French Ligue 2,184,79,1993,9,12,3
11272,E. Zidane,"CAM, CM, CDM",64,France,26,1995-03-24,French Ligue 2,184,78,1995,3,24,1
11319,Y. BoÃ©-Kane,"CDM, CM",64,France,30,1991-04-05,French Ligue 2,185,76,1991,4,5,2
11347,Y. Kaabouni,"CDM, CM",64,France,26,1995-05-23,French Ligue 2,179,66,1995,5,23,2
11353,G. Lefebvre,"CDM, CM",64,France,27,1994-05-13,French Ligue 2,175,68,1994,5,13,2
11394,T. Pierrot,"CDM, CM, CB",64,France,27,1994-01-01,Belgian Jupiler Pro League,186,80,1994,1,1,1
11410,R. Latouchent,"LB, RB",64,France,25,1996-03-21,French Ligue 2,180,72,1996,3,21,1
11436,C. Depres,ST,64,France,26,1994-11-25,French Ligue 2,188,80,1994,11,25,4
11465,W. Caddy,ST,64,France,24,1997-04-09,French Ligue 2,183,83,1997,4,9,2
11520,S. Salles-Lamonge,"CM, CAM",64,France,25,1996-01-28,French Ligue 2,170,67,1996,1,28,1
11572,J. Ruiz,"CB, CDM",64,France,23,1998-04-06,Swiss Super League,188,82,1998,4,6,2
11590,T. Muyumba,"CDM, CM",64,France,24,1997-03-07,French Ligue 2,166,60,1997,3,7,1
11626,J. Delem,"CDM, RB",64,France,28,1993-03-18,USA Major League Soccer,180,71,1993,3,18,1
11654,H. Mahou,"ST, RM",64,France,21,1999-07-02,Swiss Super League,179,70,1999,7,2,3
11673,A. Yamga,"RM, RB",64,France,24,1996-09-07,Danish Superliga,188,85,1996,9,7,3
11679,L. Rajot,"CAM, CDM, CM",64,France,23,1997-10-13,French Ligue 2,179,68,1997,10,13,4
11680,S. Laiton,GK,64,France,21,2000-01-28,French Ligue 2,190,85,2000,1,28,1
11691,T. Sainte-Luce,LB,64,France,22,1998-10-20,French Ligue 2,181,72,1998,10,20,4
11738,L. Vallier,"LB, LM",64,France,22,1999-04-24,French Ligue 2,178,72,1999,4,24,2
11741,B. Danger,"CM, CDM, RB",64,France,23,1998-01-29,French Ligue 2,182,73,1998,1,29,1
11756,G. GbellÃ©,"CDM, CM, RB",64,France,28,1992-12-16,French Ligue 2,179,75,1992,12,16,4
11761,S. RÃ©not,GK,64,France,31,1989-11-11,French Ligue 1,185,80,1989,11,11,4
11766,A. Taoui,"ST, RW, LW",64,France,19,2001-08-10,French Ligue 2,179,69,2001,8,10,3
11768,S. Arab,"CAM, LW",64,France,20,2000-07-23,French Ligue 2,178,79,2000,7,23,3
11773,L. Kouagba,"CB, LB, LWB",64,France,27,1994-06-09,French Ligue 2,183,81,1994,6,9,2
11775,L. Diabyfadiga,ST,64,France,20,2001-01-19,French Ligue 2,188,82,2001,1,19,1
11791,G. TraorÃ©,"CDM, CM",64,France,21,1999-12-04,French Ligue 2,173,63,1999,12,4,4
11803,Y. Kitala,ST,64,France,23,1998-04-09,French Ligue 2,186,83,1998,4,9,2
11805,H. Hassan,"LW, LM, RM",64,France,19,2002-02-08,Spanish Segunda DivisiÃ³n,178,71,2002,2,8,1
11810,M. Boudjemaa,"CDM, CM",64,France,23,1998-04-07,Turkish SÃ¼per Lig,182,70,1998,4,7,2
11812,H. Abdelli,"CF, ST, CAM",64,France,21,1999-11-17,French Ligue 2,188,81,1999,11,17,4
11813,M. El Idrissy,"ST, RM",64,France,22,1999-02-10,French Ligue 2,181,74,1999,2,10,1
11825,G. Dietsch,GK,64,France,20,2001-04-17,Belgian Jupiler Pro League,184,73,2001,4,17,2
11829,E. Sylvestre,"RW, LW",64,France,21,1999-08-29,French Ligue 2,173,69,1999,8,29,3
11868,B. Benkhedim,"CAM, RM",64,France,20,2001-04-20,French Ligue 1,175,68,2001,4,20,2
11870,O. Dadoune,ST,64,France,26,1994-07-26,French Ligue 2,190,77,1994,7,26,3
11871,S. Delos,"LB, RB",64,France,22,1999-06-16,French Ligue 2,183,73,1999,6,16,2
11874,A. TraorÃ©,RM,64,France,19,2002-03-07,French Ligue 1,177,78,2002,3,7,1
11875,B. Fadiga,"CM, CAM",64,France,20,2001-01-15,French Ligue 1,178,70,2001,1,15,1
11906,L. Chevalier,GK,64,France,19,2001-11-06,French Ligue 2,192,78,2001,11,6,4
11912,Z. Ould Khaled,"CDM, CM",64,France,21,2000-01-14,French Ligue 1,195,79,2000,1,14,1
11936,A. Flips,"RM, LM",64,France,21,2000-01-18,French Ligue 1,173,68,2000,1,18,1
11971,A. Beka Beka,"CDM, CB, CM",64,France,20,2001-03-29,Russian Premier League,178,74,2001,3,29,1
11977,K. Nsona,"LW, LM, RM",64,France,19,2002-05-11,French Ligue 2,189,74,2002,5,11,2
12019,M. Karamoko,"ST, CF",64,France,21,1999-09-08,Austrian Football Bundesliga,188,88,1999,9,8,3
12036,A. Gomis,CB,64,France,28,1992-07-19,French Ligue 2,185,83,1992,7,19,3
12039,M. Guilavogui,"RW, LW",64,France,23,1998-03-10,French Ligue 2,188,81,1998,3,10,1
12052,B. Domingues,"RM, CAM, LM",64,France,21,2000-06-06,French Ligue 1,172,63,2000,6,6,2
12054,J. Moutachy,"RB, RM",64,France,23,1997-11-04,French Ligue 2,175,68,1997,11,4,4
12083,B. Roux,CDM,64,France,21,1999-11-26,French Ligue 2,190,77,1999,11,26,4
12084,J. Lepenant,"CDM, CM",64,France,18,2002-10-22,French Ligue 2,176,71,2002,10,22,4
12085,A. Barry,"CB, CDM, RB",64,France,21,2000-02-21,German 1. Bundesliga,185,78,2000,2,21,1
12101,N. Ahamada,CM,64,France,19,2002-03-29,German 1. Bundesliga,183,73,2002,3,29,1
12106,S. PÃ©an,GK,64,France,21,1999-10-27,French Ligue 2,190,82,1999,10,27,4
12172,I. Kandouss,CB,64,France,23,1997-11-12,Belgian Jupiler Pro League,192,83,1997,11,12,4
12178,J. Le Cardinal,"CB, RB",64,France,23,1997-08-03,French Ligue 2,182,73,1997,8,3,3
12179,Y. Bahassa,"RW, RM, LM",64,France,29,1992-05-21,French Ligue 2,187,79,1992,5,21,2
12195,L. Joseph,ST,64,France,20,2000-10-12,French Ligue 1,180,70,2000,10,12,4
12238,M. Saban,LM,64,France,19,2002-05-15,French Ligue 1,177,68,2002,5,15,2
12307,Y. Bocognano,CB,63,France,31,1990-06-12,French Ligue 2,185,84,1990,6,12,2
12368,B. Bertrand,GK,63,France,29,1992-06-24,French Ligue 2,186,76,1992,6,24,2
12444,K. Rocheteau,"LM, ST",63,France,27,1993-07-10,French Ligue 2,179,71,1993,7,10,3
12485,A. Mandrea,GK,63,France,24,1996-12-25,French Ligue 1,186,78,1996,12,25,4
12502,G. Mutombo,CB,63,France,25,1996-01-19,French Ligue 1,191,75,1996,1,19,1
12550,D. Dianessy,"CAM, LM, RM",63,France,25,1996-03-29,French Ligue 2,182,66,1996,3,29,1
12577,M. Diallo,RB,63,France,24,1997-01-27,Swiss Super League,184,74,1997,1,27,1
12578,A. Georgen,RB,63,France,22,1998-09-17,French Ligue 2,172,67,1998,9,17,3
12586,V. Sanogo,ST,63,France,26,1995-04-22,Polish T-Mobile Ekstraklasa,186,85,1995,4,22,2
12600,B. KonatÃ©,"CM, RM",63,France,25,1996-03-20,Spanish Segunda DivisiÃ³n,183,67,1996,3,20,1
12653,Q. Daubin,"CDM, CM",63,France,25,1995-07-03,French Ligue 2,178,76,1995,7,3,3
12699,L. Dias,GK,63,France,22,1999-05-22,French Ligue 2,185,80,1999,5,22,2
12728,Ã. Youan,"ST, CAM",63,France,22,1999-04-07,Swiss Super League,183,78,1999,4,7,2
12729,T. Basila,CB,63,France,22,1999-04-30,French Ligue 2,187,83,1999,4,30,2
12731,M. DembÃ©lÃ©,"ST, RW, LM",63,France,24,1997-06-17,French Ligue 2,184,75,1997,6,17,2
12742,T. Lebeau,"CM, CDM",63,France,22,1998-07-23,French Ligue 2,174,65,1998,7,23,3
12745,D. Desprez,GK,63,France,22,1999-03-13,Belgian Jupiler Pro League,190,83,1999,3,13,1
12752,K. Appin,CDM,63,France,23,1998-01-20,Spanish Segunda DivisiÃ³n,177,71,1998,1,20,1
12755,W. Bianda,CB,63,France,21,2000-04-30,French Ligue 2,185,82,2000,4,30,2
12759,J. CÃ©lestine,CB,63,France,23,1997-07-24,French Ligue 2,191,83,1997,7,24,3
12771,G. Koyalipou,"RM, LM",63,France,21,2000-02-15,Swiss Super League,184,82,2000,2,15,1
12773,M. Merghem,"RM, CM",63,France,23,1997-07-19,French Ligue 2,185,75,1997,7,19,3
12782,J. Tell,"ST, LM, RM",63,France,24,1997-06-10,French Ligue 1,185,74,1997,6,10,2
12827,J. Ponceau,"CAM, CM",63,France,20,2000-11-28,French Ligue 2,170,62,2000,11,28,4
12851,R. Taillan,RB,63,France,29,1992-05-27,French Ligue 2,184,70,1992,5,27,2
12855,D. Bertrand,"LM, RM",63,France,28,1993-05-21,French Ligue 2,176,65,1993,5,21,2
12863,C. Vidal,CB,63,France,21,2000-06-18,French Ligue 2,181,75,2000,6,18,2
12912,B. Fofana,LM,63,France,22,1998-09-07,Swiss Super League,183,74,1998,9,7,3
12950,A. ZagrÃ©,LB,63,France,19,2001-10-04,Holland Eredivisie,168,60,2001,10,4,4
12956,M. Diarra,"LWB, CB",63,France,20,2000-11-10,French Ligue 2,183,69,2000,11,10,4
12958,D. Bakwa,LW,63,France,18,2002-08-26,French Ligue 1,179,77,2002,8,26,3
12962,B. Santelli,"LM, ST, RW",63,France,29,1991-11-16,French Ligue 2,180,77,1991,11,16,4
12992,Y. Bilingi,RB,63,France,22,1999-02-01,French Ligue 2,180,70,1999,2,1,1
13056,A. Boutoutaou,"CAM, ST, RW",63,France,20,2001-02-18,French Ligue 2,169,56,2001,2,18,1
13069,L. Tramoni,RM,63,France,18,2003-04-18,Italian Serie A,175,68,2003,4,18,2
13104,N. Bruneel,"CM, CDM",63,France,24,1997-03-08,French Ligue 2,178,68,1997,3,8,1
13111,D. Boudaud,"RM, LM",63,France,34,1987-02-10,French Ligue 2,173,70,1987,2,10,1
13116,J. Kadile,"LW, RW, ST",63,France,18,2002-12-16,French Ligue 1,182,83,2002,12,16,4
13117,L. Ugochukwu,CM,63,France,17,2004-03-26,French Ligue 1,188,83,2004,3,26,1
13127,S. Benchamma,"CDM, CM",63,France,21,2000-06-25,French Ligue 2,185,71,2000,6,25,2
13144,B. Brahimi,LW,63,France,21,2000-03-14,French Ligue 1,183,73,2000,3,14,1
13159,G. TourÃ©,LW,63,France,27,1994-05-07,English League Two,188,88,1994,5,7,2
13197,F. Da Silva,CM,63,France,18,2003-04-02,French Ligue 1,178,67,2003,4,2,2
13206,L. Mouyokolo,CB,63,France,20,2001-05-22,French Ligue 1,194,85,2001,5,22,2
13267,K. Nagera,"ST, LW",63,France,19,2002-02-21,French Ligue 2,177,65,2002,2,21,1
13270,M. EstÃ¨ve,CB,63,France,19,2002-05-26,French Ligue 1,193,87,2002,5,26,2
13274,A. Ba,CM,63,France,17,2003-07-31,French Ligue 2,180,75,2003,7,31,3
13323,I. Gharbi,"LW, CAM",63,France,17,2004-04-10,French Ligue 1,167,58,2004,4,10,2
13330,K. Serber,CM,63,France,22,1998-07-03,French Ligue 2,172,70,1998,7,3,3
13384,G. Coulibaly,"CDM, CB",62,France,35,1986-03-30,French Ligue 2,183,79,1986,3,30,1
13407,M. Baudry,CB,62,France,33,1988-02-24,English League Two,188,80,1988,2,24,1
13599,N. DekokÃ©,"LB, CB",62,France,25,1996-01-06,French Ligue 2,180,76,1996,1,6,1
13620,R. Pereira de Sa,"CM, LM",62,France,24,1996-12-10,French Ligue 1,177,71,1996,12,10,4
13683,M. DoucourÃ©,"CB, CDM",62,France,23,1998-05-21,German 1. Bundesliga,183,78,1998,5,21,2
13707,M. Cabit,LB,62,France,28,1993-06-03,French Ligue 1,180,75,1993,6,3,2
13731,Y. Severin,"CB, LB",62,France,24,1997-01-24,Swiss Super League,188,79,1997,1,24,1
13759,E. Massouema,"CM, CDM",62,France,24,1997-06-29,French Ligue 1,185,78,1997,6,29,2
13787,A. Gnahoua,ST,62,France,29,1992-04-05,English League One,185,80,1992,4,5,2
13794,R. Muhammed,ST,62,France,27,1993-09-25,Norwegian Eliteserien,184,82,1993,9,25,3
13819,Y. Fofana,GK,62,France,20,2000-08-21,French Ligue 2,194,89,2000,8,21,3
13823,A. TraorÃ©,"RM, CM",62,France,20,2001-01-08,Italian Serie B,188,81,2001,1,8,1
13843,P. Marie,"RB, LB",62,France,26,1995-03-24,USA Major League Soccer,173,69,1995,3,24,1
13845,Y. Begraoui,"RM, ST",62,France,19,2001-07-04,French Ligue 2,178,70,2001,7,4,3
13855,F. Chabrolle,"CAM, RW",62,France,23,1998-04-07,French Ligue 2,171,65,1998,4,7,2
13860,M. Drammeh,"CDM, CB",62,France,22,1999-05-15,Danish Superliga,188,75,1999,5,15,2
13876,K. KaÃ¯bouÃ©,"LB, CDM",62,France,22,1998-08-20,French Ligue 2,182,65,1998,8,20,3
13913,M. Siby,"CDM, CM",62,France,24,1996-07-07,French Ligue 1,191,84,1996,7,7,3
13919,T. Cissokho,CB,62,France,21,2000-02-08,French Ligue 2,200,88,2000,2,8,1
13938,L. Carnot,"CM, CDM",62,France,20,2001-02-25,French Ligue 2,181,73,2001,2,25,1
13953,B. Doukansy,CDM,62,France,21,1999-08-21,French Ligue 2,188,67,1999,8,21,3
14010,J. Sylvestre-Brac,RB,62,France,22,1998-08-18,French Ligue 2,185,75,1998,8,18,3
14012,R. Sila,"ST, LW",62,France,23,1998-01-04,Romanian Liga I,185,78,1998,1,4,1
14041,A. ValÃ©rio,CM,62,France,21,1999-12-11,French Ligue 2,185,75,1999,12,11,4
14066,N. Nkounkou,LB,62,France,20,2000-11-01,Belgian Jupiler Pro League,180,78,2000,11,1,4
14095,S. Renel,"CAM, LM",62,France,19,2001-11-03,French Ligue 2,183,71,2001,11,3,4
14104,D. Bansais,"RB, LB",62,France,27,1994-01-08,French Ligue 2,177,71,1994,1,8,1
14105,L. Bury,"CB, LB",62,France,25,1995-07-10,French Ligue 2,184,77,1995,7,10,3
14109,W. Omari,"CB, CDM",62,France,21,2000-04-23,French Ligue 1,185,78,2000,4,23,2
14111,J. Huysman,"CDM, CB",62,France,32,1988-11-08,French Ligue 2,188,84,1988,11,8,4
14118,I. DoukourÃ©,CB,62,France,17,2003-07-24,French Ligue 2,182,70,2003,7,24,3
14122,M. Picouleau,CM,62,France,21,2000-05-08,French Ligue 2,171,63,2000,5,8,2
14129,W. Bondo,"CM, RM",62,France,17,2003-09-15,French Ligue 2,177,63,2003,9,15,3
14198,Y. SoumarÃ©,RW,62,France,21,2000-06-23,French Ligue 2,173,55,2000,6,23,2
14242,L. Assignon,RB,62,France,21,2000-06-22,French Ligue 1,179,67,2000,6,22,2
14243,A. Nazih,GK,62,France,19,2002-01-18,French Ligue 2,192,76,2002,1,18,1
14256,K. Sildillia,CB,62,France,19,2002-05-16,German 1. Bundesliga,186,79,2002,5,16,2
14284,A. Richardson,CDM,62,France,19,2002-01-24,French Ligue 2,190,77,2002,1,24,1
14290,S. Guibert,"CB, CDM",62,France,32,1989-01-22,French Ligue 2,188,82,1989,1,22,1
14309,M. Bokele,CB,62,France,21,2000-02-12,French Ligue 1,180,70,2000,2,12,1
14362,S. Baghdadi,"ST, LM, RM",62,France,23,1997-07-11,Holland Eredivisie,189,80,1997,7,11,3
14378,H. Camara,CB,62,France,19,2002-01-17,French Ligue 2,197,85,2002,1,17,1
14384,K. Zedadka,"LM, CM, LB",62,France,21,2000-06-09,Belgian Jupiler Pro League,182,67,2000,6,9,2
14444,T. Dieng,"CM, CB",61,France,29,1992-04-09,English League Two,189,79,1992,4,9,2
14484,D. Trichard,LB,61,France,26,1995-03-27,French Ligue 2,176,70,1995,3,27,1
14495,F. Sollacaro,GK,61,France,27,1994-03-21,French Ligue 2,181,75,1994,3,21,1
14499,N. Atangana,"CM, CDM",61,France,31,1989-09-09,English League Two,187,72,1989,9,9,3
14576,Q. Bena,"CDM, CM",61,France,23,1998-05-11,French Ligue 2,185,79,1998,5,11,2
14608,J. Albert,CB,61,France,29,1992-01-21,French Ligue 1,185,86,1992,1,21,1
14635,I. Aaneba,"RB, CB",61,France,22,1999-05-29,French Ligue 2,182,75,1999,5,29,2
14657,E. Taha,ST,61,France,22,1999-03-14,French Ligue 2,174,70,1999,3,14,1
14658,L. Buades,"RM, ST",61,France,23,1997-12-28,French Ligue 2,180,75,1997,12,28,4
14671,C. Goteni,CB,61,France,23,1997-11-30,French Ligue 2,190,84,1997,11,30,4
14712,G. Arib,"CDM, CM",61,France,21,1999-11-02,French Ligue 2,168,63,1999,11,2,4
14714,S. Essende,ST,61,France,23,1998-01-23,French Ligue 2,192,87,1998,1,23,1
14716,V. Gendrey,"CB, RB",61,France,21,2000-06-21,Italian Serie B,179,75,2000,6,21,2
14721,J. Khasa,"RM, LM, ST",61,France,23,1997-11-04,Swiss Super League,187,84,1997,11,4,4
14732,E. Joseph,"LM, ST",61,France,21,1999-07-16,French Ligue 2,177,71,1999,7,16,3
14775,S. Chergui,"CDM, RB, CB",61,France,22,1999-02-06,French Ligue 2,183,78,1999,2,6,1
14779,L. PÃ©trot,"LB, CB",61,France,24,1997-04-15,French Ligue 1,188,81,1997,4,15,2
14780,A. Linguet,"RB, RWB",61,France,21,1999-08-17,French Ligue 2,180,72,1999,8,17,3
14783,N. Ngoumou,"LW, RW",61,France,21,2000-03-14,French Ligue 2,182,70,2000,3,14,1
14785,T. Tormin,RW,61,France,20,2001-06-29,French Ligue 2,172,67,2001,6,29,2
14791,S. Raux-Yao,CB,61,France,22,1999-05-30,Belgian Jupiler Pro League,196,87,1999,5,30,2
14793,B. Ndilu,ST,61,France,20,2000-07-21,French Ligue 2,186,80,2000,7,21,3
14805,J. Papeau,"LM, LW, CM",61,France,25,1996-06-30,Polish T-Mobile Ekstraklasa,179,80,1996,6,30,2
14814,R. Ndiaye,"CDM, CM",61,France,19,2001-12-11,French Ligue 2,179,70,2001,12,11,4
